,subj,prop,obj,defdomain,defrange,label,remark
56,Vladimir_Putin,award,Medal_%22For_Impeccable_Service%22,None,Award,1,
57,Vladimir_Putin,award,Nobel_Prize_in_Physiology_or_Medicine,None,Award,0,WE-T
58,Vladimir_Putin,award,Confucius_Peace_Prize,None,Award,1,
59,Vladimir_Putin,translator,Confucius_Peace_Prize,Work,Person,0,WP
60,Vladimir_Putin,birthPlace,Saint_Petersburg,None,None,1,
61,Vladimir_Putin,aircraftAttack,Saint_Petersburg,MilitaryUnit,MeanOfTransportation,0,WP
62,Vladimir_Putin,party,Communist_Party_of_the_Soviet_Union,None,PoliticalParty,1,
63,Vladimir_Putin,provost,Communist_Party_of_the_Soviet_Union,University,Person,0,WP
64,Vladimir_Putin,award,Order_of_Saint-Charles,None,Award,1,
65,Vladimir_Putin,novel,Order_of_Saint-Charles,FictionalCharacter,Novel,0,WP
66,Vladimir_Putin,party,All-Russia_People's_Front,None,PoliticalParty,1,
67,Vladimir_Putin,monarch,All-Russia_People's_Front,None,Person,0,WP
68,Vladimir_Putin,birthPlace,Russian_Soviet_Federative_Socialist_Republic,None,None,1,
69,Vladimir_Putin,routePrevious,Russian_Soviet_Federative_Socialist_Republic,RouteStop,RouteStop,0,WP
70,Vladimir_Putin,award,Distinguished_Service_Medal_of_the_National_People's_Army,None,Award,1,
71,Vladimir_Putin,tonyAward,Distinguished_Service_Medal_of_the_National_People's_Army,Artist,Award,0,WP
72,Vladimir_Putin,residence,Kremlin_Senate,Person,Place,1,
73,Vladimir_Putin,formerPartner,Kremlin_Senate,FigureSkater,Person,0,WP
74,Vladimir_Putin,award,Order_of_Ho_Chi_Minh,None,Award,1,
75,Vladimir_Putin,aircraftHelicopter,Order_of_Ho_Chi_Minh,MilitaryUnit,MeanOfTransportation,0,WP
76,Vladimir_Putin,spouse,Lyudmila_Putina,None,None,1,
77,Vladimir_Putin,subFamily,Lyudmila_Putina,Species,Taxon,0,WP
78,Vladimir_Putin,party,Independent_politician,None,None,1,
79,Vladimir_Putin,party,Abbie_Wolanow__5,None,None,0,WE
80,Vladimir_Putin,residence,"Dresden,_Ohio",Person,Place,1,
81,Vladimir_Putin,residence,Anti-Masonic_Party,Person,Place,0,WE
82,Vladimir_Putin,employer,Presidential_Administration_of_Russia,Person,Organisation,1,
83,Vladimir_Putin,employer,Bernal_Heights_Summit,Person,Organisation,0,WE
84,Vladimir_Putin,birthPlace,Saint_Petersburg,Animal,Place,1,
85,Vladimir_Putin,birthPlace,Digital_camera,Animal,Place,0,WE
86,Vladimir_Putin,almaMater,FSB_Academy,Person,EducationalInstitution,1,
87,Vladimir_Putin,almaMater,4769_Castalia,Person,EducationalInstitution,0,WE
88,Vladimir_Putin,residence,Moscow_Kremlin,Person,Place,1,
89,Vladimir_Putin,residence,Augustus_Pitt_Rivers,Person,Place,0,WE
90,Vladimir_Putin,award,Order_of_the_Badge_of_Honour,None,Award,1,
91,Vladimir_Putin,award,Linen,None,Award,0,WE
92,Vladimir_Putin,birthPlace,Soviet_Union,None,None,1,
93,Vladimir_Putin,birthPlace,Casimir_Funk,None,None,0,WE
94,Vladimir_Putin,award,Time_Person_of_the_Year,None,Award,1,
95,Vladimir_Putin,award,Barry_White,None,Award,0,WE
96,Vladimir_Putin,birthPlace,Russian_Soviet_Federative_Socialist_Republic,Animal,Place,1,
97,Vladimir_Putin,birthPlace,Table_tennis,Animal,Place,0,WE
